"customer_id","first_name","last_name","credit_score","total_account_balance","total_loan_amount","loan_to_balance_ratio","overall_risk_category"
"CUS8WXC5FT26149","Amy","Jones",371,1631.83,179260.38,109.8523620720295619,"High risk"
"CUSEK2C0HYRZU04","Lori","Chavez",370,462.71,201340.72,435.1337122603790711,"High risk"
"CUSEYO0WFA7Q3A4","Brady","Gibbs",535,64889.50,599191.64,9.2340307753950947,"High risk"
"CUSNDXHR9C62XXL","Morgan","Robinson",308,10198.35,204540.27,20.0562120342996661,"High risk"
"CUSJXMTCPVR5B7F","Jesse","Stout",331,3296.01,31388.91,9.5233054511363740,"High risk"
"CUSOKQQLTAP2JOV","Deborah","Shepard",417,27835.46,275369.33,9.8927529848617555,"High risk"
"CUSYR2O8L5YTF7J","Amy","Leach",334,40147.76,249552.72,6.2158566256249415,"High risk"
"CUSP5ZWOIO65XBM","Renee","Robertson",365,37117.73,482622.24,13.0024718645240428,"High risk"
"CUSG8RGAS4V58C4","Daniel","Smith",466,8474.91,115029.64,13.5729630167164017,"High risk"
"CUSG5M9J7677JTL","Sarah","Ball",548,3297.18,18685.52,5.6671216008831790,"High risk"
"CUSE3AQQMRE0C02","Heather","Rodgers",478,18583.81,196310.00,10.5634958601061892,"High risk"
"CUSYSKFG2MHSP0W","Amanda","Neal",385,21039.64,184799.38,8.7833907804506161,"High risk"
"CUS5IH9Z9YXIFAM","Jeffrey","Martin",431,81407.60,589021.56,7.2354615539581071,"High risk"
"CUSYRT9ZY6XBTMO","Dustin","Schultz",313,51073.07,271166.68,5.3093867276825145,"High risk"
"CUSD2QLYQXHA710","Denise","Bush",457,45711.74,255099.24,5.5806066450325452,"High risk"
"CUSHMQ4AGT8V8VL","Jason","Carson",484,73837.75,438413.31,5.9375226086927080,"High risk"
"CUSUR5ZK9431TC8","James","Johnson",473,16480.76,294604.34,17.8756525791286324,"High risk"
"CUSCS1US4NIV8T2","Jasmine","Saunders",461,38428.20,283481.48,7.3769127880046424,"High risk"
"CUSY6RMAW49NGU0","Stephen","Robertson",536,15683.35,197188.47,12.5731090615206573,"High risk"
"CUSUAAYMJRNURDV","Jacqueline","Galloway",309,40681.73,326477.33,8.0251584679412601,"High risk"
"CUSGBQVUM48JMYT","Rodney","Harris",350,23404.12,149965.71,6.4076628388505955,"High risk"
"CUS6KPY7XY8XK67","Bradley","Rodriguez",326,50195.20,390572.73,7.7810772743210506,"High risk"
"CUS751MKEY4B5BT","Stephanie","Maxwell",448,25387.41,335460.61,13.2136602355261919,"High risk"
"CUSY458SC8OZVD4","Glenn","Nelson",398,27386.77,207805.76,7.5878155766452196,"High risk"
"CUS7N4ZRMK2D4QJ","Samantha","Moreno",333,8022.92,245513.34,30.6014942190623863,"High risk"
"CUSJ17NTPIRTJ8F","Gabrielle","Gibson",510,25948.98,279967.88,10.7891670501114109,"High risk"
"CUSKBZO3AWXMIDO","Samantha","Guerra",498,27793.29,243245.32,8.7519440843455381,"High risk"
"CUSBWP4NC89HZAG","James","Macdonald",533,11588.62,317904.97,27.4325131033721013,"High risk"
"CUSJSOPR6I46O3W","Richard","Brown",452,96745.77,533435.33,5.5137845303210673,"High risk"
"CUS63JK6C0QF8RD","Daniel","Cannon",352,78589.06,499729.83,6.3587709281673556,"High risk"
"CUSK3BT0LT5M34V","Peter","Kim",491,79206.30,514063.38,6.4901829778691846,"High risk"
"CUSE8AKM6YTLVTM","Marvin","Gordon",472,41655.43,349080.84,8.3802001323716980,"High risk"
"CUSDT4GFUNQLOVO","Laurie","Ortiz",304,32160.55,178697.02,5.5564043525375032,"High risk"
"CUSCXTJYRDIRL48","Kimberly","Hobbs",424,6667.05,298599.10,44.7872897308404767,"High risk"
"CUSB52XPPV56N6F","Pedro","Elliott",385,32850.00,190422.91,5.7967400304414003,"High risk"
"CUSOJTRDDT2XTP3","Jeremy","Shah",512,20942.39,134467.76,6.4208411742881304,"High risk"
"CUS0CF8H6CQ3VP6","Samuel","Garrison",416,17967.41,239394.72,13.3238302014591975,"High risk"
"CUSSSI0B0N5P5B9","Hayley","Jones",454,54562.90,470437.66,8.6219328518095629,"High risk"
"CUS7RKVDTIGFYJK","Ryan","Maldonado",355,31236.78,312533.09,10.0052915185239964,"High risk"
"CUSJ0S55FFR38WS","Rachel","Rivera",303,28573.04,241317.09,8.4456218169295252,"High risk"
"CUSUW5CK3H76MRY","Linda","Martin",445,3649.42,261435.69,71.6375999473889002,"High risk"
"CUSXJKWDB3KFUPY","Scott","Hill",513,34343.67,210097.96,6.1175162701015937,"High risk"
"CUSLL6ZSGJDRVM3","Steven","Lewis",424,4733.15,384696.64,81.2770860843201673,"High risk"
"CUSVG9OFB21RFRU","Caleb","Lewis",437,14462.07,161194.19,11.1459970806392169,"High risk"
"CUSSS5A1VWSAKZE","Eric","Jackson",388,11867.92,233311.29,19.6589874215532292,"High risk"
"CUSROHOX590AR3K","Charles","Watson",341,32094.86,463211.84,14.4325864016855035,"High risk"
"CUSO7XSAZ7O9I6Q","John","Brown",482,29585.82,170054.22,5.7478285205547793,"High risk"
"CUSWLON22C614CZ","Emma","Stewart",470,39519.74,276168.65,6.9881191019981407,"High risk"
"CUS8IBVG5SOS1WK","Kathleen","Lindsey",531,4518.41,85476.38,18.9173580972067608,"High risk"
"CUSZQ52VSO94V86","John","Salazar",300,23513.68,373552.23,15.8865915501104038,"High risk"
"CUSY11CLR9C0LQS","Adrienne","Santos",428,7114.17,51674.62,7.2636189464125822,"High risk"
"CUSYYU19RQ9QYNZ","James","Velasquez",325,19663.56,214157.95,10.8911077139643076,"High risk"
"CUSDJDOTCWGFYUE","George","Baker",473,11684.71,127295.14,10.8941633981502322,"High risk"
"CUS7XPS0GZUO8S5","Dawn","Reid",433,27701.44,291280.59,10.5149981372809500,"High risk"
"CUSPDOJROENJX5G","Anthony","Mueller",389,14729.92,261527.20,17.7548282679064109,"High risk"
"CUSO09SJ9C6H8CN","John","Yang",329,14652.34,174642.49,11.9190852792113751,"High risk"
"CUSLGESC831RRLE","Jeremy","Turner",506,55445.98,469089.56,8.4602988350102208,"High risk"
"CUSGCMCXOCCV8V2","Jacqueline","Hutchinson",311,98019.17,592730.09,6.0470833409423891,"High risk"
"CUSBJ4GK5B1RF05","Joshua","Jones",354,68300.32,415774.02,6.0874388289835245,"High risk"
"CUS7KEDJWKE6Y5O","Edward","Andrade",540,20372.72,233406.13,11.4567976195618454,"High risk"
"CUSDP0LVSNUJZA7","Tyler","Martinez",501,1086.35,217845.85,200.5300777834031390,"High risk"
"CUSG5DIOQ921H27","Carrie","Wilson",327,62120.72,344000.59,5.5376143418814206,"High risk"
"CUSPQKC34ZU6F2M","Sarah","Harrison",509,24046.88,298547.14,12.4152131170447060,"High risk"
"CUSC81BK9MR1PSL","Kenneth","Spencer",393,59271.25,298596.43,5.0377953898390872,"High risk"
"CUSL26HP2YZ85AL","Fred","Marshall",472,66342.98,685315.87,10.3298927784069995,"High risk"
"CUSYKG38S30F7M0","Carly","Andrews",310,21580.37,235788.46,10.9260619720607200,"High risk"
"CUSOOC85BRW9G9E","Jesse","Sanford",419,23544.84,266059.50,11.3001192618000377,"High risk"
"CUSBVJMP9XRJKIT","Timothy","Gay",346,34074.18,526671.18,15.4566061457678512,"High risk"
"CUSNCQ79GV4DAB2","Brian","Merritt",546,32381.05,454526.28,14.0367986831804404,"High risk"
"CUS1FZM1B5AAL73","Kayla","Simmons",303,30946.31,187711.92,6.0657286765368795,"High risk"
"CUS3EJ10M8JEVON","Tony","Roberson",329,25388.39,180391.70,7.1052831628945357,"High risk"
"CUS5UMBASDMTPYD","Jessica","Lara",421,5590.02,211587.46,37.8509307659006587,"High risk"
"CUSO34H3FFZB5BA","William","Robinson",515,36742.15,316694.90,8.6193894478140229,"High risk"
"CUSFYL8ILCPMV8D","Jimmy","Chandler",415,27834.50,149323.37,5.3646866299017406,"High risk"
"CUS5MVNMCBCQZ91","Elizabeth","Peters",514,49384.72,297417.67,6.0224634259341756,"High risk"
"CUSB9BRUCMSTZGX","Elizabeth","Hunt",495,32206.43,304008.70,9.4393790308332839,"High risk"
"CUSR3D09D4LFM7W","Barbara","Hammond",487,32498.58,179083.31,5.5104964586144995,"High risk"
"CUSEHRBHYGGYH2B","Andrea","Rios",370,27562.68,175637.40,6.3722903578316767,"High risk"
"CUSQWWBBZR2A2S5","Danielle","Allen",363,1819.16,10990.66,6.0416126124145210,"High risk"
"CUSIAA8IZT8NXK3","Alyssa","Green",403,1467.40,266935.78,181.9107128254054791,"High risk"
"CUS29CVLG1HGDYN","Whitney","King",473,5026.19,139313.62,27.7175395279525844,"High risk"
"CUSF7QSSVJGWS2V","Jeffery","King",535,44634.29,363430.76,8.1424115853528756,"High risk"
"CUS9ABY5FY6MT6R","Christine","Jackson",500,24873.52,280890.91,11.2927687757904792,"High risk"
"CUS5KVV44QZERD6","Audrey","Hernandez",526,17373.45,234287.28,13.4853630108009635,"High risk"
"CUSZHWZ95DIVAXF","Michael","Mendoza",443,6071.71,274310.63,45.1784801975061391,"High risk"
"CUS0MFS2EFC0YFX","Christina","Johnston",510,26552.12,289493.66,10.9028454225124020,"High risk"
"CUS2583SEDUN1G2","Leslie","Murphy",485,80915.48,509527.78,6.2970371058788751,"High risk"
"CUSTLP9J3FBQ47O","Michele","Norris",458,6703.02,241501.71,36.0287914999507685,"High risk"
"CUSZAB675XYTTOS","Morgan","Foster",338,9792.45,340705.47,34.7926688418118040,"High risk"
"CUSLZ3BC1TNCWP9","John","Hernandez",322,29652.79,301519.82,10.1683457104710889,"High risk"
"CUSZGDBGBWF84PU","William","Robinson",430,44888.90,454433.25,10.1235104892300769,"High risk"
"CUSFEGDDZ9XVUWU","Ashley","Smith",342,12761.34,86060.99,6.7438834793211371,"High risk"
"CUSIYO6EF5B0OPU","Belinda","Ortiz",519,29906.37,259596.49,8.6803075732695075,"High risk"
"CUS8QWJX8VTETEY","Mary","Chen",488,16137.51,187249.53,11.6033718956642010,"High risk"
